District #,District,School #,School,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,TOTAL
41,MANATEE,0681,TARA ELEMENTARY SCHOOL,4,53,**,31,**, ,**,**,84
41,MANATEE,0681,TARA ELEMENTARY SCHOOL,5,59,**,40,**, , ,**,99
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,KG,**,12,67, , , , ,79
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,1,**,**,48, , , ,**,48
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,2,**,**,66, , , ,**,66
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,3, ,**,72, , , ,**,72
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,4, ,**,52, , , ,**,52
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,5, ,**,73, , , , ,73
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,6, ,**,40, , , , ,40
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,7, ,**,39, , , , ,39
41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,8, ,**,34, , , , ,34
41,MANATEE,2068,THE PORT ACADEMY,8,**, , , , , , ,0
41,MANATEE,2068,THE PORT ACADEMY,9, ,**, , , , , ,0
41,MANATEE,2068,THE PORT ACADEMY,10,**, , , , , , ,0
41,MANATEE,2068,THE PORT ACADEMY,11, ,**, , , , , ,0
41,MANATEE,2068,THE PORT ACADEMY,12, ,**, , , , , ,0
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,PK,16,**,**, , , , ,16
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,KG,114,13,30,**, , ,10,167
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,1,121,15,41,**, , ,**,177
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,2,123,17,32,**, , ,**,172
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,3,134,24,50,**, ,**,10,218
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,4,141,23,39,**, , ,12,215
41,MANATEE,0791,VIRGIL MILLS ELEMENTARY SCHOOL,5,117,13,47,**, , ,**,177
41,MANATEE,2161,VISIBLE MEN ACADEMY,KG,**,**,**, , , , ,0
41,MANATEE,2161,VISIBLE MEN ACADEMY,1, ,**,**, , , , ,0
41,MANATEE,2161,VISIBLE MEN ACADEMY,2,**,**,11, , , ,**,11
41,MANATEE,2161,VISIBLE MEN ACADEMY,3,**,**,**, , , ,**,0
41,MANATEE,2161,VISIBLE MEN ACADEMY,4,**,**,**, , , , ,0
41,MANATEE,2161,VISIBLE MEN ACADEMY,5,**,**,**, , , , ,0
41,MANATEE,2161,VISIBLE MEN ACADEMY,6,**,**,**, , , , ,0
41,MANATEE,0581,W. D. SUGG MIDDLE SCHOOL,6,67,46,105,**, , ,**,218
41,MANATEE,0581,W. D. SUGG MIDDLE SCHOOL,7,75,44,96, , ,**,**,215
41,MANATEE,0581,W. D. SUGG MIDDLE SCHOOL,8,87,50,90,**, , ,**,227
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,PK,17,**,17, , , ,**,34
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,KG,28,16,23,**, , ,**,67
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,1,39,15,31, ,**, ,**,85
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,2,32,14,22,**, ,**,**,68
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,3,40,26,35,**, , ,**,101
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,4,50,**,32,**, , ,**,82
41,MANATEE,0641,WILLIAM H. BASHAW ELEMENTARY,5,38,22,25,**, , ,**,85
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY ARTS/COMMUNIC,KG,90,16,38,**, , ,**,144
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY ARTS/COMMUNIC,1,79,22,32,**, ,**,12,145
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY ARTS/COMMUNIC,2,88,34,34,**, , ,11,167
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY ARTS/COMMUNIC,3,95,24,40,**, , ,**,159
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY ARTS/COMMUNIC,4,83,27,35,**, , ,**,145
41,MANATEE,2171,WILLIAM MONROE ROWLETT ACADEMY ARTS/COMMUNIC,5,78,23,42,**, ,**,**,143
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,PK,**,**,**, , , ,**,0
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,KG,32,12,**, , , ,**,44
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,1,32,15,13, , , ,**,60
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,2,31,24,**, , , ,**,55
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,3,31,**,12, , , ,**,43
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,4,26,14,**, ,**, ,**,40
42,MARION,0071,ANTHONY ELEMENTARY SCHOOL,5,39,16,13, , , ,**,68
42,MARION,9727,ARC BIRTH-22,PK,10,**,**, , , , ,10
42,MARION,9727,ARC BIRTH-22,12,**,**, , , , , ,0
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,PK,19,**,**, , , ,**,19
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,KG,66,**,25, , , ,11,102
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,1,72,13,24, , , ,**,109
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,2,69,**,29, , , ,**,98
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,3,74,14,26, ,**, ,14,128
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,4,75,**,26, , ,**,**,101
42,MARION,0091,BELLEVIEW ELEMENTARY SCHOOL,5,79,11,17, , , ,**,107
42,MARION,0661,BELLEVIEW HIGH SCHOOL,9,251,35,81,**, , ,15,382
42,MARION,0661,BELLEVIEW HIGH SCHOOL,10,254,42,106,**, ,**,17,419
42,MARION,0661,BELLEVIEW HIGH SCHOOL,11,269,40,94,**,**,**,17,420
42,MARION,0661,BELLEVIEW HIGH SCHOOL,12,237,26,74,**,**,**,13,350
42,MARION,0631,BELLEVIEW MIDDLE SCHOOL,6,227,39,88,**,**, ,13,367
42,MARION,0631,BELLEVIEW MIDDLE SCHOOL,7,264,38,78,**,**,**,15,395
42,MARION,0631,BELLEVIEW MIDDLE SCHOOL,8,205,32,84,**,**,**,19,340
