District #,District,School #,School,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,TOTAL
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,11,219,243,234,33,**,**,28,757
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,12,222,233,243,21, ,**,23,742
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,PK, ,**,**, , , , ,0
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,KG,**,55,37, , , ,**,92
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,1,11,48,29,**, , ,**,88
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,2,**,57,48,**, , ,**,105
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,3,**,55,53,**, , ,**,108
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,4,**,55,45,**, , ,**,100
06,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOOL,5,**,65,42,**,**, ,**,107
06,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOOL,6,50,84,142,**, ,**,**,276
06,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOOL,7,51,89,129,**, ,**,13,282
06,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOOL,8,74,91,146,**, ,**,**,311
06,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,KG, ,**,19,**, , ,**,19
06,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,1,**,10,23,**, , ,**,33
06,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,2,**,**,21, , , , ,21
06,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,3,**,11,15, , , ,**,26
06,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,4,**,**,13, ,**, ,**,13
06,BROWARD,5409,KIDZ CHOICE CHARTER SCHOOL,5,**,13,**, , , ,**,13
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,PK,**,50,18,**, , ,**,68
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,KG,**,78,31, , , ,**,109
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,1,**,59,21,**, , ,**,80
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,2,**,75,33, , , , ,108
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,3,**,76,36,**, ,**,**,112
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,4,**,65,16, , , ,**,81
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,5,**,68,24,**,**, ,**,92
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,PK,**,**,13,**, , ,**,13
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,KG,12,16,64,**, , ,**,92
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,1,20,26,76,14, , ,**,136
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,2,11,25,64,10, ,**, ,110
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,3,25,20,91,10, , ,**,146
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,4,18,25,72,11, ,**,**,126
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,5,18,34,58,12, , ,**,122
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,7,**,**,**, , , , ,0
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,8,**,14,**, , , , ,14
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,9,**,12,**, , , , ,12
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,10,**,11,**, , , ,**,11
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,11, ,**,**, , , , ,0
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,12,**,**,**, , , , ,0
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,PK, ,55, , , , , ,55
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,KG, ,60, , , , , ,60
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,1,**,52, , , , , ,52
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,2, ,56,**, , , ,**,56
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,3, ,46, , , , ,**,46
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,4, ,70,**, , , , ,70
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,5, ,56,**, , , ,**,56
06,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL,6,12,236,45,**, , ,**,293
06,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL,7,**,220,34,**, , ,**,254
06,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL,8,**,265,41,**, , ,**,306
06,BROWARD,1391,LAUDERHILL 6-12,6,**,213,12,**, , ,**,225
06,BROWARD,1391,LAUDERHILL 6-12,7,**,208,**, , , ,**,208
06,BROWARD,1391,LAUDERHILL 6-12,8,**,224,**,**, , , ,224
06,BROWARD,1391,LAUDERHILL 6-12,9,**,32,**, , , ,**,32
06,BROWARD,1391,LAUDERHILL 6-12,10,**,31, , , , , ,31
06,BROWARD,1391,LAUDERHILL 6-12,11, ,16,**, , , , ,16
06,BROWARD,1391,LAUDERHILL 6-12,12,**,17, , , , , ,17
06,BROWARD,5351,LAUDERHILL HIGH,9, ,**, , , , , ,0
06,BROWARD,5351,LAUDERHILL HIGH,10, ,**,**, , , , ,0
06,BROWARD,5351,LAUDERHILL HIGH,11, ,54,**, , , , ,54
06,BROWARD,5351,LAUDERHILL HIGH,12,**,325,16,**,**,**,**,341
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,PK, ,62,**, , ,**, ,62
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,KG, ,98,**,**, , ,**,98
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,1,**,113,**,**, , ,**,113
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,2,**,112,**, , , ,**,112
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,3,**,109,**,**,**, ,**,109
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,4,**,103,**, , , , ,103
06,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,5, ,106,**,**, , , ,106
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,PK,**,14,10, ,**, ,**,24
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,KG,36,77,14,**,**, ,10,137
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,1,34,81,15,**, ,**,**,130
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,2,30,78,57,**,**, ,11,176
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,3,26,88,37,**, , ,**,151
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,4,18,98,42,**, , ,**,158
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,5,30,89,43,**,**, ,**,162
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,PK,**,21,17,**, , ,**,38
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,KG,**,32,48,**, , ,**,80
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,1,**,41,47,**, ,**, ,88
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,2,**,40,44,**, , ,**,84
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,3,**,37,53,**, , ,**,90
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,4,**,41,52, , , ,**,93
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,5, ,43,45, , , ,**,88
06,BROWARD,3101,LYONS CREEK MIDDLE SCHOOL,6,216,107,226,14,**,**,21,584
06,BROWARD,3101,LYONS CREEK MIDDLE SCHOOL,7,219,144,262,33, ,**,25,683
06,BROWARD,3101,LYONS CREEK MIDDLE SCHOOL,8,263,104,210,21,**,**,20,618
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,KG,25,**,81,16, ,**,**,122
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,1,46,**,90,12, ,**,**,148
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,2,50,16,100,24, ,**,**,190
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,3,61,**,111,26, , ,**,198
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,4,44,11,137,27, ,**,**,219
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,5,73,10,132,25, , ,**,240
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,PK,15,17,28,**, , , ,60
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,KG,37,23,39,**, , ,**,99
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,1,43,41,39,**,**, ,**,123
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,2,35,29,43,**, , ,**,107
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,3,33,31,48,**,**, ,**,112
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,4,41,27,50,**, , , ,118
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,5,44,32,47,**, , ,**,123
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,PK,26,19,23,**, , ,**,68
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,KG,39,56,48,**, , ,**,143
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,1,44,64,35,**, ,**,**,143
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,2,40,51,45,**,**, ,**,136
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,3,46,55,47,**,**, ,**,148
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,4,46,65,53,11, , ,**,175
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,5,50,63,48,**, ,**,**,161
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,6,70,244,94,10,**,**,11,429
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,7,57,222,91,11,**,**,10,391
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,8,65,228,117,10, , ,**,420
06,BROWARD,3011,MARJORY STONEMAN DOUGLAS HS,9,469,83,160,48,**, ,23,783
06,BROWARD,3011,MARJORY STONEMAN DOUGLAS HS,10,461,102,213,61, ,**,25,862
06,BROWARD,3011,MARJORY STONEMAN DOUGLAS HS,11,471,96,157,49,**,**,19,792
06,BROWARD,3011,MARJORY STONEMAN DOUGLAS HS,12,464,91,143,46, ,**,10,754
06,BROWARD,5481,MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,9,**,29,**, , , , ,29
06,BROWARD,5481,MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,10,**,42,**, , , , ,42
06,BROWARD,5481,MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,11,**,79,**, , , , ,79
06,BROWARD,5481,MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,12,15,150,17,**, ,**, ,182
06,BROWARD,0241,MCARTHUR HIGH SCHOOL,9,67,163,219,24,**,**,19,492
06,BROWARD,0241,MCARTHUR HIGH SCHOOL,10,67,160,302,21,**,**,15,565
06,BROWARD,0241,MCARTHUR HIGH SCHOOL,11,75,177,311,21,**,**,12,596
06,BROWARD,0241,MCARTHUR HIGH SCHOOL,12,61,146,285,18,**,**,13,523
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,PK,**,**,**, , , , ,0
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,KG,44,11,21, , , ,**,76
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,1,56,12,19,**, , ,**,87
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,2,52,12,22,**, , ,**,86
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,3,55,13,30,**, , ,**,98
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,4,57,15,28,**, ,**,**,100
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,5,63,**,26,**, , ,**,89
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,6,14,161,61,**,**, ,**,236
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,7,**,208,52, , , ,**,260
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,8,**,189,54,**, , ,**,243
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,PK,**,14,28, , , , ,42
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,KG,**,10,91,**, , ,**,101
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,1,11,11,90,**, , ,**,112
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,2,**,17,76,**,**, , ,93
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,3,12,17,103,**, , , ,132
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,4,**,13,77,**,**, ,**,90
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,5,**,21,97,**, , ,**,118
06,BROWARD,5323,MELROSE HIGH,9, ,**,**, , , , ,0
06,BROWARD,5323,MELROSE HIGH,10,**,15,10, , , , ,25
06,BROWARD,5323,MELROSE HIGH,11,**,22,16, , , ,**,38
06,BROWARD,5323,MELROSE HIGH,12,22,85,51,**, , ,**,158
06,BROWARD,4772,MILLENNIUM MIDDLE SCHOOL,6,58,301,90,10, ,**,17,476
06,BROWARD,4772,MILLENNIUM MIDDLE SCHOOL,7,68,287,108,**,**,**,21,484
06,BROWARD,4772,MILLENNIUM MIDDLE SCHOOL,8,63,269,116,**, ,**,18,466
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,PK, ,25,10, , ,**,**,35
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,KG,**,48,24,**, ,**,**,72
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,1,**,61,26,**, ,**,**,87
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,2,**,82,32,**, ,**,**,114
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,3,**,77,35,**, , ,**,112
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,4,10,74,36,**, , ,**,120
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,5,**,76,27,**,**,**,**,103
06,BROWARD,1751,MIRAMAR HIGH SCHOOL,9,11,469,75,17, ,**,11,583
06,BROWARD,1751,MIRAMAR HIGH SCHOOL,10,22,497,89,23,**,**,13,644
06,BROWARD,1751,MIRAMAR HIGH SCHOOL,11,16,479,78,23, ,**,15,611
06,BROWARD,1751,MIRAMAR HIGH SCHOOL,12,**,525,83,30, ,**,14,652
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,PK,11,32,21,**, , ,**,64
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,KG,**,37,33,**, , ,**,70
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,1,**,64,30,**,**, ,**,94
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,2,16,58,19,**, , ,**,93
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,3,10,59,21,**, , ,**,90
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,4,14,48,15,**,**,**,**,77
06,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,5,10,57,19,**, ,**,**,86
06,BROWARD,3541,MONARCH HIGH SCHOOL,9,214,102,190,24, ,**,28,558
06,BROWARD,3541,MONARCH HIGH SCHOOL,10,220,125,213,21, ,**,19,598
06,BROWARD,3541,MONARCH HIGH SCHOOL,11,236,119,231,27, ,**,20,633
06,BROWARD,3541,MONARCH HIGH SCHOOL,12,238,109,183,24, ,**,15,569
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,PK,**,93,13,**, , ,**,106
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,KG,**,57,14,**, ,**,**,71
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,1,**,41,10,**, , ,**,51
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,2,**,43,10, , , ,**,53
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,3,**,45,13, , , ,**,58
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,4,**,51,15,**, , , ,66
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,5,**,38,11, , , ,**,49
06,BROWARD,5852,NEW LIFE CHARTER ACADEMY,KG,**,10,**, , , ,**,10
06,BROWARD,5852,NEW LIFE CHARTER ACADEMY,1,**,11,**, , , ,**,11
06,BROWARD,5852,NEW LIFE CHARTER ACADEMY,2,**,**,**, , , , ,0
06,BROWARD,5852,NEW LIFE CHARTER ACADEMY,3, ,11,**, , , , ,11
06,BROWARD,5852,NEW LIFE CHARTER ACADEMY,4,**,**,**, , , , ,0
06,BROWARD,5852,NEW LIFE CHARTER ACADEMY,5,**,**,**, , , , ,0
06,BROWARD,3911,NEW RENAISSANCE MIDDLE SCHOOL,6,27,285,58,10, ,**,**,380
06,BROWARD,3911,NEW RENAISSANCE MIDDLE SCHOOL,7,24,262,48,19, , ,**,353
06,BROWARD,3911,NEW RENAISSANCE MIDDLE SCHOOL,8,36,263,58,16, ,**,**,373
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,6,97,148,241,**, ,**,15,501
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,7,108,117,250,**,**,**,15,490
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,8,81,169,212,13, , ,19,494
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,PK,**,**,**, , , ,**,0
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,KG,29,19,24,**, , ,**,72
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,1,20,32,27,**, , ,**,79
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,2,32,30,21,**, ,**,**,83
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,3,26,38,33,**, , ,**,97
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,4,25,27,18,**,**,**,**,70
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,5,25,27,19,**, , ,**,71
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,PK,**,10,13, , , ,**,23
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,KG,41,32,40,**, ,**,**,113
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,1,34,43,47, , , ,**,124
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,2,36,45,53, , , , ,134
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,3,54,36,44,**, , ,**,134
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,4,52,41,52, ,**, ,**,145
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,5,32,38,46,**, , ,**,116
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,KG,27,20,80,**, , ,**,127
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,1,36,29,76,**, , ,**,141
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,2,30,25,90,**,**, ,**,145
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,3,52,23,95,**,**, ,**,170
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,4,41,38,61,**, , ,**,140
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEM.,5,49,28,68,**,**, ,**,145
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,KG,**,72,14,**,**, ,**,86
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,1, ,96,19,**, , ,**,115
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,2,**,90,15,**, , ,**,105
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,3,**,102,11, ,**, ,**,113
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,4,**,99,14, ,**,**, ,113
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,5,**,95,12,**, , ,**,107
06,BROWARD,5371,NORTH BROWARD ACADEMY OF EXCELLENCE MIDDLE,6,**,87,19, , ,**,**,106
06,BROWARD,5371,NORTH BROWARD ACADEMY OF EXCELLENCE MIDDLE,7,**,88,11,**,**,**,**,99
06,BROWARD,5371,NORTH BROWARD ACADEMY OF EXCELLENCE MIDDLE,8,**,78,18, , , ,11,107
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,PK, ,68, ,**, , , ,68
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,KG,**,71, , , , , ,71
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,1,**,70,**, , , , ,70
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,2,**,60,**, , , , ,60
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,3,**,62,**, , , ,**,62
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,4,**,66,**, , , ,**,66
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,5,**,73,**, , , , ,73
06,BROWARD,2231,NORTH LAUDERDALE PK-8,PK,**,80,10, , , ,**,90
06,BROWARD,2231,NORTH LAUDERDALE PK-8,KG,**,66,14,**, , ,**,80
06,BROWARD,2231,NORTH LAUDERDALE PK-8,1,**,57,12,**, , ,**,69
06,BROWARD,2231,NORTH LAUDERDALE PK-8,2,**,59,15,**, , ,**,74
06,BROWARD,2231,NORTH LAUDERDALE PK-8,3,**,68,13,**,**, ,**,81
06,BROWARD,2231,NORTH LAUDERDALE PK-8,4,**,61,**,**, , ,**,61
06,BROWARD,2231,NORTH LAUDERDALE PK-8,5,**,94,16,**, , ,**,110
06,BROWARD,2231,NORTH LAUDERDALE PK-8,6,**,14,**, , , , ,14
06,BROWARD,2231,NORTH LAUDERDALE PK-8,7,**,15,**,**,**, , ,15
06,BROWARD,2231,NORTH LAUDERDALE PK-8,8, ,14,**,**, , , ,14
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,PK, ,49,**, , , , ,49
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,KG,**,70,**, , , ,**,70
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,1,**,61,**, , , , ,61
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,2,**,59,**, , , ,**,59
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,3,**,78,**, , , ,**,78
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,4,**,56,**, , , , ,56
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,5, ,62,**, , , , ,62
06,BROWARD,5341,NORTH UNIVERSITY HIGH,9, ,**,**, , , , ,0
06,BROWARD,5341,NORTH UNIVERSITY HIGH,10,**,29,**,**, , ,**,29
06,BROWARD,5341,NORTH UNIVERSITY HIGH,11,**,43,17,**, ,**,**,60
06,BROWARD,5341,NORTH UNIVERSITY HIGH,12,17,101,25,**, ,**,**,143
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,9,77,175,193,**, ,**,14,459
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,10,84,174,220,**, ,**,16,494
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,11,73,178,151,**,**,**,11,413
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,12,87,161,157,**, , ,**,405
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,KG,26,62,30,**, , ,**,118
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,1,18,82,18,**,**, ,**,118
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,2,30,57,30,**, , ,**,117
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,3,32,60,22,**, , ,**,114
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,4,33,73,22,**, , ,**,128
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,5,24,72,26,**, , ,**,122
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,KG,12,75,31,**, ,**,**,118
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,1,21,67,24,10, , ,**,122
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,2,13,68,26,**,**, ,**,107
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,3,20,91,21,**, , ,**,132
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,4,32,64,13,**, , ,**,109
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,5,26,71,24,**,**,**,**,121
06,BROWARD,1281,NOVA HIGH SCHOOL,9,100,277,127,29, ,**,28,561
06,BROWARD,1281,NOVA HIGH SCHOOL,10,113,275,140,29,**,**,16,573
06,BROWARD,1281,NOVA HIGH SCHOOL,11,83,312,102,19,**,**,24,540
06,BROWARD,1281,NOVA HIGH SCHOOL,12,84,225,92,26,**,**,14,441
06,BROWARD,1311,NOVA MIDDLE SCHOOL,6,79,235,74,23,**, ,16,427
06,BROWARD,1311,NOVA MIDDLE SCHOOL,7,77,206,95,25,**,**,14,417
06,BROWARD,1311,NOVA MIDDLE SCHOOL,8,74,196,88,19, ,**,18,395
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,PK,**,14,26, , , ,**,40
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,KG,15,39,50, , , ,**,104
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,1,**,34,46, , , ,**,80
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,2,12,40,38,**, , ,**,90
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,3,15,40,50,**, ,**,**,105
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,4,15,37,43,**, , ,**,95
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,5,**,48,41,**,**, , ,89
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,PK,**,**,16, , , ,**,16
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,KG,**,25,36, , , ,**,61
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,1,**,27,34, , , ,**,61
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,2,**,23,30, , , ,**,53
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,3,**,19,44, , , ,**,63
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,4,**,23,35, , , ,**,58
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,5,**,28,33, ,**, ,**,61
06,BROWARD,6501,OFF CAMPUS LEARNING,9, ,**,**, , , , ,0
06,BROWARD,6501,OFF CAMPUS LEARNING,10,**,33,23, , , ,**,56
06,BROWARD,6501,OFF CAMPUS LEARNING,11,32,95,69,**, , ,**,196
06,BROWARD,6501,OFF CAMPUS LEARNING,12,142,337,303,18,**,**,21,821
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,6,54,94,97,**, ,**,**,245
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,7,43,86,81,**, , ,10,220
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,8,60,75,79,10, ,**,**,224
